example_id,start,end,tag,value,overlap
8dfa4c0c-be9e-4614-b014-f230a082fa47,33,76,statute,"§ 300.202(a), § 300.203(a), or § 300.204(a)",
8dfa4c0c-be9e-4614-b014-f230a082fa47,253,314,CIL,in accordance with recognized principles of international law,f
8e398eff-d4b6-451f-b959-493cce749ff4,133,169,Agreement,our bilateral agreement with Germany,
8e3cd1f7-362f-41f0-a523-21e8823f021a,0,7,statute,The CSA,
8e3cd1f7-362f-41f0-a523-21e8823f021a,168,187,statute,21 U.S.C. 811(d)(1),f
8e3cd1f7-362f-41f0-a523-21e8823f021a,212,274,Treaty,"pursuant to such international treaty, convention, or protocol",f
8e3cd1f7-362f-41f0-a523-21e8823f021a,266,274,Treaty,protocol,f
8f09fe80-0364-4bb6-85a2-7689f0eef12d,5,20,Foreing Policy,former OTS rule,
8f09fe80-0364-4bb6-85a2-7689f0eef12d,42,86,Foreing Policy,approach taken by the OCC for national banks,f
8f09fe80-0364-4bb6-85a2-7689f0eef12d,107,123,Softlaw,market standards,f
8f09fe80-0364-4bb6-85a2-7689f0eef12d,128,185,Agreement,international conventions applicable to letters of credit,f
8f9ca1df-2228-4576-bb84-5d1f61d39f30,51,68,Treaty,income tax treaty,
8fa08c87-fc90-454f-95d2-8d726138a564,4,32,statute,Trade Agreements Act of 1979,
8fa08c87-fc90-454f-95d2-8d726138a564,68,96,statute,Uruguay Round Agreements Act,f
8fa08c87-fc90-454f-95d2-8d726138a564,622,736,Softlaw,"equires consideration of international standards and, where appropriate, that they be the basis for U.S. standards",f
8fa7acdf-b827-4f05-83dc-542fedc83b07,71,96,Agreement,international obligations,
8fa7acdf-b827-4f05-83dc-542fedc83b07,112,125,Treaty,WTO Agreement,f
8fabffcf-af80-44ba-b894-92a32c339729,168,187,Agreement,bilateral agreement,
8fd26b4b-994b-45fa-ae6c-a12d1dea45c9,78,110,Treaty,reaty to protect migratory birds,
9059757a-05f7-4741-8d24-46a7093a2bc6,458,478,statute,Trade Agreements Act,
9059757a-05f7-4741-8d24-46a7093a2bc6,661,714,Softlaw,requires agencies to consider international standards,f
90708cb5-e2cb-4f8e-908e-52a4e828d94a,225,249,statute,49 U.S.C. 40105(b)(1)(A),
90708cb5-e2cb-4f8e-908e-52a4e828d94a,355,379,Agreement,international agreements,f
90b5ed07-00da-4309-ac5d-b7da8a1d6e5c,73,125,Foreing Policy,susceptible to use in interstate or foreign commerce,
91490256-b603-4ec2-b18e-53c181add0b6,224,302,Softlaw,banking relationships between a U.S. depository institution and a foreign bank,
91490256-b603-4ec2-b18e-53c181add0b6,712,746,statute,Section 312 of the USA PATRIOT Act,f
91490256-b603-4ec2-b18e-53c181add0b6,747,843,Softlaw,requiring enhanced due diligence for correspondent accounts maintained for certain foreign banks,f
91ca92b4-9aba-4e77-bb41-8c1b975673d9,882,1037,Foreing Policy,"requires the Commission to assess, in each particular case, whether the foreign interests presented for approval by the licensee are in the public interest",
91ca92b4-9aba-4e77-bb41-8c1b975673d9,1054,1071,statute,section 310(b)(4),f
91ca92b4-9aba-4e77-bb41-8c1b975673d9,1073,1252,Foreing Policy,"and accords deference to the expertise of the relevant Executive Branch agencies relating to trade policy as well as national security, law enforcement, and foreign policy matters",f
91ca92b4-9aba-4e77-bb41-8c1b975673d9,1230,1244,Foreing Policy,foreign policy,f
91dabbde-1a8c-46c3-a463-69211ce7932c,398,616,Foreing Policy,They also stressed the need for international cooperation if shortfin mako shark measures are to be effective and the need for all countries fishing on the stock to implement comparable regulations as required by ICCAT,
922530d0-d514-45a3-a2d0-5712856fa5af,1050,1081,Treaty,pursuant to treaty or agreement,
922530d0-d514-45a3-a2d0-5712856fa5af,1072,1081,Agreement,agreement,f
92c37ade-5196-43f4-b882-47e35ba06fb6,33,75,Agreement,international fishery management agreement,
92c37ade-5196-43f4-b882-47e35ba06fb6,202,244,Agreement,international fishery management agreement,f
92d23bf4-ef9d-4c3c-992f-6de9fec53594,293,351,Softlaw,international fishery management organization or agreement,
933ed14f-204e-4f23-8ebf-7f1d84eb7fa1,124,138,Foreing Policy,foreign policy,
93577903-c627-417e-bc3a-fec73d0340bc,178,219,Softlaw,international/regional naming conventions,
939bd3e4-d8f5-4d36-b59d-160c03077c84,457,470,statute,section 6226 ,
939bd3e4-d8f5-4d36-b59d-160c03077c84,716,731,statute,§ 301.6226-2(b),f
939bd3e4-d8f5-4d36-b59d-160c03077c84,1793,1835,statute,§§ 1.1441-1(b)(1) and 1.1441-5(b)(2)(i)(A),f
939bd3e4-d8f5-4d36-b59d-160c03077c84,1859,1881,statute,§ 301.6226-2(h)(3)(ii),f
939bd3e4-d8f5-4d36-b59d-160c03077c84,2015,2136,Treaty,C was entitled to a reduced rate of withholding in 2020 on U.S. source dividend income of 10 percent pursuant to a treaty,f
93b53f2e-716d-4977-bc8f-56529e068a2d,278,365,Treaty,Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES),
93e2ce37-29bd-4fcc-9394-57b68c35c55c,1082,1115,Softlaw,international pollution abatement,
94356c51-cc89-43bf-bebb-2cb910ce71cb,98,162,Softlaw,ensure compliance with measures that are adopted internationally,
94a84458-a839-491b-8ddd-4f41c90ec238,406,557,Softlaw,CBP port director may accept in lieu thereof an incomplete manifest (referred to as a pro forma manifest) on the Vessel Entrance or Clearance Statement,
94b0cdf2-de8b-4061-a85a-187c825d5e7c,10,14,Foreing Policy,rule,
94b0cdf2-de8b-4061-a85a-187c825d5e7c,118,196,Softlaw,products type certificated outside of the United States by a bilateral partner,f
94bc865a-3bd0-4522-ab15-8e2592f10c52,129,199,Agreement,Pursuant to our bilateral agreement with the State of Design Authority,
957b0e35-a8f2-4dec-9b04-820464911617,0,127,Softlaw,"This product has been approved by the aviation authority of another country, and is approved for operation in the United States",
957b0e35-a8f2-4dec-9b04-820464911617,145,164,Softlaw,bilateral agreement,f
95813129-e56a-4c6f-862f-3d3d2adb1ca1,75,103,Foreing Policy,subject to national security,
959e54ab-8391-4445-9c15-def07998e5cf,859,887,Foreing Policy,threats to national security,
95bfec8d-6cff-4900-b227-e62334938458,0,4,Treaty,ISDA,
95bfec8d-6cff-4900-b227-e62334938458,104,123,Treaty,Dodd-Frank protocol,f
95bfec8d-6cff-4900-b227-e62334938458,203,223,statute,§§ 23.502 and 23.504,f
973509cd-d3e7-48c3-b826-72542cbf0ef1,143,188,Foreing Policy,cause serious damage to the national security,
973ec27c-902a-4286-8ba0-01e738b616a8,563,594,Treaty,bilateral income tax convention,
973ec27c-902a-4286-8ba0-01e738b616a8,605,639,Agreement,bilateral or multilateral agreemen,f
977d7d6e-c02b-450d-8d7f-4ab1040aade7,0,69,Agreement,"Executive Order 13609, Promoting International Regulatory Cooperation",
977d7d6e-c02b-450d-8d7f-4ab1040aade7,23,82,Foreing Policy,Promoting International Regulatory Cooperation (77 FR 26413,f
977d7d6e-c02b-450d-8d7f-4ab1040aade7,96,244,Treaty," promotes international regulatory cooperation to meet shared challenges involving health, safety, labor, security, environmental, and other issues ",f
979388e5-d54e-4336-8106-27c357469898,35,120,Softlaw,EPA seeks to harmonize U.S. tolerances with international standards whenever possible,
979388e5-d54e-4336-8106-27c357469898,193,311,Softlaw,EPA considers the international maximum residue limits (MRLs) established by the Codex Alimentarius Commission (Codex),f
979388e5-d54e-4336-8106-27c357469898,328,351,statute,FFDCA section 408(b)(4),f
979388e5-d54e-4336-8106-27c357469898,695,791,statute,FFDCA section 408(b)(4) requires that EPA explain the reasons for departing from the Codex level,f
97a00636-f19a-494d-88d2-c94f4da75677,126,173,Agreement,Pursuant to our bilateral agreement with France,
97b18c91-7849-4d21-ab67-f516091777af,257,389,Softlaw,international standards pertaining to the emission mask and out-of-band power levels for VHF digital aviation communications systems,
97b18c91-7849-4d21-ab67-f516091777af,418,458,Softlaw,"international SARPs, adopted by the ICAO",f
97e71603-9dac-4b97-819b-313e16b88f66,633,736,Treaty,harmonization of standards and test procedures with those of other countries and international agencies,
97e71603-9dac-4b97-819b-313e16b88f66,786,789,Treaty,IEC,f
9889e4be-9d9b-42a3-9e83-ba23b0cc2a81,63,78,statute,section 1401(c),
9889e4be-9d9b-42a3-9e83-ba23b0cc2a81,79,149,Softlaw,should include “leading digital services in relevant foreign countries,f
98fc5027-2416-4bf2-9045-16be83cbdedc,23,42,Softlaw,information sharing,
98fc5027-2416-4bf2-9045-16be83cbdedc,141,158,Foreing Policy,national security,f
99a81f66-54c8-4ead-b6db-fd846f0b62df,49,99,statute,"Regulatory Flexibility Act (RFA), 5 U.S.C. 601-612",
99a81f66-54c8-4ead-b6db-fd846f0b62df,119,123,Foreing Policy,rule,f
99a81f66-54c8-4ead-b6db-fd846f0b62df,327,330,statute,CSA,f
99a81f66-54c8-4ead-b6db-fd846f0b62df,467,470,statute,CSA,f
99a81f66-54c8-4ead-b6db-fd846f0b62df,479,527,Treaty,international obligations of the 1988 Convention,f
99d65f71-b643-4fbc-a40c-9e8c0773a9fa,168,252,Agreement,The herein mentioned Agreements and the Designated List and amended Designated Lists,
99f3415d-f9fb-43bd-aafe-fa822c847655,21,27,Softlaw,BE-12C,
99f3415d-f9fb-43bd-aafe-fa822c847655,31,80,Foreing Policy,expand information collected on foreign ownership,f
99f3415d-f9fb-43bd-aafe-fa822c847655,123,128,Softlaw,BE-12,f
99f3415d-f9fb-43bd-aafe-fa822c847655,155,161,Softlaw,BE-605,f
99f3415d-f9fb-43bd-aafe-fa822c847655,183,245,Foreing Policy,assist in updating the statistics on foreign direct investment,f
99f3415d-f9fb-43bd-aafe-fa822c847655,326,411,Softlaw,whether each parent has a direct or indirect ownership interest in the U.S. affiliate,f
99f3415d-f9fb-43bd-aafe-fa822c847655,447,507,Softlaw,equity percentage of the parent's ownership in the affiliate,f
99f3415d-f9fb-43bd-aafe-fa822c847655,594,750,Softlaw,"survey about the name and industry of each foreign parent and name, country, and industry of each ultimate beneficial owner in addition to the new questions",f
99f3415d-f9fb-43bd-aafe-fa822c847655,816,851,Softlaw,enter the number of foreign parents,f
9a5a4a9b-ef0f-4b23-ba87-7d4f142456b8,246,306,Treaty,This rule adopts internationally established noise standards,
9a757d0a-c2ce-4e69-8ad5-566e1ec2096e,115,120,Foreing Policy,ANPRM,
9a757d0a-c2ce-4e69-8ad5-566e1ec2096e,204,335,Foreing Policy,to assess options for reducing risks to public safety and national security associated with further integration of UAS into the NAS,f
9aa82aaa-6293-4916-99ec-197003e4995d,0,120,Softlaw,"In making its tolerance decisions, EPA seeks to harmonize U.S. tolerances with international standards whenever possible",
9aa82aaa-6293-4916-99ec-197003e4995d,193,351,statute,"EPA considers the international maximum residue limits (MRLs) established by the Codex Alimentarius Commission (Codex), as required by FFDCA section 408(b)(4)",f
9aa82aaa-6293-4916-99ec-197003e4995d,328,351,statute,FFDCA section 408(b)(4),f
9aa82aaa-6293-4916-99ec-197003e4995d,353,627,Treaty,"The Codex Alimentarius is a joint United Nations Food and Agriculture Organization/World Health Organization food standards program, and it is recognized as an international food safety standards-setting organization in trade agreements to which the United States is a party",f
9aa82aaa-6293-4916-99ec-197003e4995d,629,800,statute,"EPA may establish a tolerance that is different from a Codex MRL; however, FFDCA section 408(b)(4) requires that EPA explain the reasons for departing from the Codex level",f
9aca1aa9-7ea4-4531-9ed6-eaa6f43e86cb,0,127,Softlaw,"This product has been approved by the aviation authority of another country, and is approved for operation in the United States",
9aca1aa9-7ea4-4531-9ed6-eaa6f43e86cb,145,164,Softlaw,bilateral agreement,f
9af5fcf7-a582-4e71-80cd-49b68afe81d4,6,32,statute,section 4(b)(2) of the Act,
9af5fcf7-a582-4e71-80cd-49b68afe81d4,54,114,Foreing Policy,there are lands where a national security impact might exist,f
9bb9aadf-16ce-4fb4-8189-e80952b465ae,0,99,Treaty,The Hague Convention on Protection of Children and Co-operation in Respect of Intercountry Adoption,
9bb9aadf-16ce-4fb4-8189-e80952b465ae,132,137,Treaty,reaty,f
9bcc0263-17c7-454b-9226-c52e945f3c77,653,670,Treaty,income tax treaty,
9bcc0263-17c7-454b-9226-c52e945f3c77,902,908,Treaty,treaty,f
9c2d2200-f2bb-4da1-b27a-6d713a8be7a6,3,91,Foreing Policy,steps taken by the Secretary at the international level to adopt international measures ,
9c2d2200-f2bb-4da1-b27a-6d713a8be7a6,225,248,Agreement,international agreement,f
9c2d2200-f2bb-4da1-b27a-6d713a8be7a6,297,348,Softlaw,international fishery or conservation organization ,f
9c4ba01f-52d5-477b-a5ec-55ae1b8207ca,459,478,statute,Trade Agreements Ac,
9c4ba01f-52d5-477b-a5ec-55ae1b8207ca,662,780,Softlaw,"requires agencies to consider international standards and, where appropriate, that they be the basis of U.S. standards",f
9d3b0c76-b196-4a16-9bce-4915c009dab3,274,291,Treaty,income tax treaty,
9e7b44a1-e9d4-443c-b49b-7ef9c78f59bb,530,570,Treaty,Intermediate-Range Nuclear Forces Treaty,
9e9db8e8-3e0b-40ee-8bd7-0c5734f76ad3,21,144,Foreing Policy,a binding decision may have a detrimental impact on the Federal entity's operations or services that have national security,
9e9db8e8-3e0b-40ee-8bd7-0c5734f76ad3,245,411,Foreing Policy,to request additional written submissions from an agency regarding the impact of a binding decision on the agency's operations or services that have national security,f
9e9db8e8-3e0b-40ee-8bd7-0c5734f76ad3,533,642,Foreing Policy,does not have a detrimental impact on the Federal entity's operations or services that have national security,f
9f2a1384-a564-48b6-b724-977424e7f7cd,0,120,Softlaw,"In making its tolerance decisions, EPA seeks to harmonize U.S. tolerances with international standards whenever possible",
9f2a1384-a564-48b6-b724-977424e7f7cd,193,303,Softlaw,EPA considers the international maximum residue limits (MRLs) established by the Codex Alimentarius Commission,f
9f2a1384-a564-48b6-b724-977424e7f7cd,274,303,Softlaw,Codex Alimentarius Commission,f
9f2a1384-a564-48b6-b724-977424e7f7cd,328,351,statute,FFDCA section 408(b)(4),f
9f2a1384-a564-48b6-b724-977424e7f7cd,353,627,Treaty,"The Codex Alimentarius is a joint United Nations Food and Agriculture Organization/World Health Organization food standards program, and it is recognized as an international food safety standards-setting organization in trade agreements to which the United States is a party",f
9f2a1384-a564-48b6-b724-977424e7f7cd,629,800,Treaty,"EPA may establish a tolerance that is different from a Codex MRL; however, FFDCA section 408(b)(4) requires that EPA explain the reasons for departing from the Codex level",f
9f498895-ea28-4a50-b702-e3ff0402c7a5,0,21,statute,Executive Order 13609,
9f498895-ea28-4a50-b702-e3ff0402c7a5,71,116,Softlaw,promotes international regulatory cooperation,f
9f724bba-fbe7-4c0d-b6f1-59b7ac5a4af6,129,199,Agreement,Pursuant to our bilateral agreement with the State of Design Authority,
9fee768f-8e18-4141-b562-f9addba65976,0,124,Softlaw,These helicopters have been approved by the aviation authority of Canada and are approved for operation in the United States,
9fee768f-8e18-4141-b562-f9addba65976,142,161,Softlaw,bilateral agreement,f
a0449afb-82cb-4f1d-acb2-47b3f8e7998c,124,127,Treaty,IEC,
a0bc27c6-7ff6-4989-b893-f821290fa2b5,456,480,Softlaw,NFPA codes and standards,
a0cbe179-e655-4f1c-a8c3-0845184473cf,383,389,Treaty,treaty,
a15654e4-5314-4705-81c2-5527d3efbaa2,38,55,Treaty,income tax treaty,
a16bcf18-2c7b-40ee-8c9f-eab5dde53883,0,18,statute,Section 1206.30(a),
a16bcf18-2c7b-40ee-8c9f-eab5dde53883,177,196,Softlaw,7 foreign producers,f
a16bcf18-2c7b-40ee-8c9f-eab5dde53883,198,335,Softlaw,This section will be revised to add three Board seats—two for importers of frozen mangos and one for a foreign processor of frozen mangos,f
a1eaaace-5ae4-4cc4-8288-0c3ae85c9b23,240,329,Treaty,"conventions with Great Britain (for Canada), Mexico, Japan, and the Soviet Union (Russia)",
a28bd784-2b4d-444b-a7f1-41a8a5fb4f83,413,430,Foreing Policy,national security,
a36ae828-4f5f-4135-ac67-322c25003df7,49,59,Foreing Policy,rulemaking,
a36ae828-4f5f-4135-ac67-322c25003df7,89,141,Foreing Policy,national security concerns associated with small UAS,f
a3f01b7f-6ca4-4594-b3ea-fd52d9f37eac,214,247,Agreement,bilateral airworthiness agreement,
a4001700-cb22-45d3-bca1-bd1b9b080cdd,0,19,statute,Section 21.29(a)(1),
a4001700-cb22-45d3-bca1-bd1b9b080cdd,56,279,Softlaw,"FAA may issue a type certificate (“TC”) for an import product if the applicable State of Design (i.e. the bilateral partner) “certifies that the product has been examined, tested, and found to meet,” applicable requirements",f
a4001700-cb22-45d3-bca1-bd1b9b080cdd,452,586,Softlaw,the applicable foreign CAA must submit to the FAA a certifying statement that the product complies with the requirements and standards,f
a4da8349-8240-4cd5-b883-435946e1e263,416,495,Softlaw,international fishery management organization exists with a mandate to regulate,
a4da8349-8240-4cd5-b883-435946e1e263,945,1043,Foreing Policy,take into account any actions taken or on-going proceedings by the United States and/or flag State,f
a5200241-6250-4b12-abaa-7cb9a59b6758,155,223,Softlaw,standards would likely be used by international aviation authorities,
a52a7714-687b-4710-85f7-1d69cd3a848b,307,385,Softlaw,more appropriately addressed by working closely with its overseas counterparts,
a52a7714-687b-4710-85f7-1d69cd3a848b,407,518,Softlaw,participation in international groups to adopt and enforce robust and consistent standards across jurisdictions,f
a535f85d-df15-46a7-a074-33d063fa0ac1,18,35,Foreing Policy,national security,
a543ec5b-13a6-4110-b29c-0e152c96ae20,121,168,Agreement,bilateral agreement with the European Community,
a638b346-73c2-4de7-a4b4-060913308684,1,5,Softlaw,ISDA,
a638b346-73c2-4de7-a4b4-060913308684,46,134,Softlaw,exemptive relief applies equally to a U.S. SD transacting directly with non-U.S. persons,f
a69fb987-9e77-4a94-bf19-767f82f6df54,46,92,statute,"subpart F, subpart H, and subpart I of part 23",
a69fb987-9e77-4a94-bf19-767f82f6df54,221,247,Softlaw,protocol sponsored by ISDA,f
a71ac619-6b6e-4e54-92ba-73e817d21879,0,120,Softlaw,"In making its tolerance decisions, EPA seeks to harmonize U.S. tolerances with international standards whenever possible",
a71ac619-6b6e-4e54-92ba-73e817d21879,193,351,statute,"EPA considers the international maximum residue limits (MRLs) established by the Codex Alimentarius Commission (Codex), as required by FFDCA section 408(b)(4)",f
a71ac619-6b6e-4e54-92ba-73e817d21879,274,303,Softlaw,Codex Alimentarius Commission,f
a71ac619-6b6e-4e54-92ba-73e817d21879,328,351,statute,FFDCA section 408(b)(4),f
a71ac619-6b6e-4e54-92ba-73e817d21879,353,627,Treaty,"The Codex Alimentarius is a joint United Nations Food and Agriculture Organization/World Health Organization food standards program, and it is recognized as an international food safety standards-setting organization in trade agreements to which the United States is a party",f
a71ac619-6b6e-4e54-92ba-73e817d21879,629,800,Treaty,"EPA may establish a tolerance that is different from a Codex MRL; however, FFDCA section 408(b)(4) requires that EPA explain the reasons for departing from the Codex level",f
a73cf8a1-0610-40a5-91b9-bf57f75cb1ca,656,684,Foreing Policy,impacts on national security,
a766bb48-48a1-49fe-be9a-388fa2241efa,16,25,statute,§ 1206.31,
a766bb48-48a1-49fe-be9a-388fa2241efa,257,270,statute,paragraph (h),f
a766bb48-48a1-49fe-be9a-388fa2241efa,296,340,Softlaw,procedures for nominating foreign processors,f
a766bb48-48a1-49fe-be9a-388fa2241efa,352,365,statute,paragraph (i),f
a766bb48-48a1-49fe-be9a-388fa2241efa,391,439,Softlaw,procedures for nominating frozen mango importers,f
a77c35d8-d22b-4d39-bac7-833943fef111,110,157,Agreement,bilateral agreement with the European Community,
a77ce21f-186b-418d-adec-2a9c6bc4190c,202,223,statute,fifth special measure,
a77ce21f-186b-418d-adec-2a9c6bc4190c,224,430,Softlaw,would not prevent Bank of Dandong from conducting legitimate business activities in other foreign currencies so long as such activity does not involve a correspondent account maintained in the United States,f
a7ae42ab-4e3a-4c0f-bb8e-7f531c3c296c,38,55,Treaty,income tax treaty,
a7eb8a56-07e4-4d65-90f3-29b9c2ffe94a,462,794,Softlaw,"The DHS/USCG-029 Notice of Arrival and Departure System of Records contains information that is collected by, on behalf of, in support of, or in cooperation with DHS and its components and may contain personally identifiable information collected by other federal, state, local, tribal, foreign, or international government agencies",
a8282718-bd14-4f17-aa68-7c3c03823967,47,57,Foreing Policy,rulemaking,
a8282718-bd14-4f17-aa68-7c3c03823967,127,213,Foreing Policy,reduce risks to public safety and national security as UAS are integrated into the NAS,f
a8e712ed-7ed3-4fc6-ae89-a7e523397b49,129,199,Agreement,Pursuant to our bilateral agreement with the State of Design Authority,
a8f0da43-bc19-43cd-921f-55683b8ada57,75,100,Agreement,international obligations,
a8f0da43-bc19-43cd-921f-55683b8ada57,116,129,Treaty,WTO Agreement,f
a92bc930-7bbc-4c3b-aa07-579520438188,1475,1507,Softlaw,international sale is prohibited,
a9517ce0-144e-4ff1-b418-e92bfe6a2c42,921,972,Foreing Policy,more quickly reach the national security objectives,
a9517ce0-144e-4ff1-b418-e92bfe6a2c42,976,1017,Softlaw,greater interoperability with U.S. allies,f
ab2a4903-6634-49ab-b3f1-673ee796e6cb,585,650,Foreing Policy,in furtherance of world peace and the security and foreign policy,
ab4c4e45-b797-401a-9fda-0a93ab4dc7f3,77,150,Foreing Policy,susceptible to use as a means to transport interstate or foreign commerce,
ab9ddc39-959a-4ea6-905a-671c82c9e147,17,100,Foreing Policy,could be used by interstate or foreign travelers for recreational or other purposes,
ac0d4225-1dc5-49cd-93fd-2f0af9fc55e4,36,74,Treaty,four bilateral migratory bird treaties,
ad61beae-b7c9-420b-89f4-14f3305aefd3,19,38,statute,21 U.S.C. 811(d)(1),
ad61beae-b7c9-420b-89f4-14f3305aefd3,82,163,Treaty,"United States obligations under international treaties, conventions, or protocols",f
ad61beae-b7c9-420b-89f4-14f3305aefd3,917,954,Agreement,the specified international agreement,f
ad81bde8-4945-42e2-b2e7-19360ac5576b,22,51,Softlaw,bilateral aviation agreements,
ad81bde8-4945-42e2-b2e7-19360ac5576b,151,205,Treaty,The FAA and the foreign civil aviation authority (CAA),f
ad81bde8-4945-42e2-b2e7-19360ac5576b,461,480,Softlaw,bilateral agreement,f
ad81bde8-4945-42e2-b2e7-19360ac5576b,749,769,Softlaw,bilateral agreements,f
ae2867c5-073a-45d8-94e3-10b5e519e527,443,492,Foreing Policy,interests of foreign policy and national security,
ae2867c5-073a-45d8-94e3-10b5e519e527,505,546,statute,section 38 of the Arms Export Control Act,f
aec81c27-f0d6-4b99-9a93-020ce49f5839,486,503,Foreing Policy,national security,
af231a26-3f25-4c59-b408-d57d5986f737,741,788,Foreing Policy,longstanding principles of international comity,
af512813-dc57-469e-b91f-d8f3c5433c91,156,180,Treaty,international agreements,
b058dbfe-bedd-41ec-84d4-97c6dc4bf429,0,127,Softlaw,"This product has been approved by the aviation authority of another country, and is approved for operation in the United States",
b058dbfe-bedd-41ec-84d4-97c6dc4bf429,145,199,Softlaw,bilateral agreement with the State of Design Authority,f
b09d157c-3154-4576-bf63-54204055c1bd,0,113,Softlaw,Most of the U.S. business enterprises that are required to file the survey are units of multinational enterprises,
b09d157c-3154-4576-bf63-54204055c1bd,311,499,Softlaw,"BEA only collects information on the U.S. portion of the multinational enterprise, the size determination takes into account the sizes of both the U.S. businesses and their foreign parents",f
b0c0d9e0-2c41-4b0a-bbf7-5eb16474680a,4,22,statute,Fulbright-Hays Act,
b0c0d9e0-2c41-4b0a-bbf7-5eb16474680a,442,488,Foreing Policy,strengthen international cooperative relations,f
b0c0d9e0-2c41-4b0a-bbf7-5eb16474680a,561,784,Foreing Policy,Congress considered international educational and cultural exchanges to be a significant part of the public diplomacy efforts of the President in connection with his Constitutional prerogatives in conducting foreign affairs,f
b1bdcb8a-d971-43c8-96c0-295a7ef5bb8a,0,120,Softlaw,"In making its tolerance decisions, EPA seeks to harmonize U.S. tolerances with international standards whenever possible",
b1bdcb8a-d971-43c8-96c0-295a7ef5bb8a,193,303,Softlaw,EPA considers the international maximum residue limits (MRLs) established by the Codex Alimentarius Commission,f
b1bdcb8a-d971-43c8-96c0-295a7ef5bb8a,274,303,Softlaw,Codex Alimentarius Commission,f
b1bdcb8a-d971-43c8-96c0-295a7ef5bb8a,328,351,statute,FFDCA section 408(b)(4),f
b1bdcb8a-d971-43c8-96c0-295a7ef5bb8a,353,627,Treaty,"The Codex Alimentarius is a joint United Nations Food and Agriculture Organization/World Health Organization food standards program, and it is recognized as an international food safety standards-setting organization in trade agreements to which the United States is a party",f
b1bdcb8a-d971-43c8-96c0-295a7ef5bb8a,629,800,statute,"EPA may establish a tolerance that is different from a Codex MRL; however, FFDCA section 408(b)(4) requires that EPA explain the reasons for departing from the Codex level",f
b1be65de-4663-4a9f-ad5c-4571178b743f,150,284,Foreing Policy,improve the foreign direct investment statistics in the U.S. international transactions and international investment position accounts,
b2224cd7-5516-4536-9a7f-235363fe1f9d,19,38,statute,21 U.S.C. 811(d)(1),
b2224cd7-5516-4536-9a7f-235363fe1f9d,113,164,Treaty," international treaties, conventions, or protocols ",f
b2224cd7-5516-4536-9a7f-235363fe1f9d,806,825,statute,21 U.S.C. 811(d)(1),f
b2224cd7-5516-4536-9a7f-235363fe1f9d,931,954,Agreement,international agreement,f
b263dd88-c0cc-4a80-b08d-add3bb76e89e,0,509,Foreing Policy,"The purpose of the benchmark survey is to obtain universe data on the financial and operating characteristics of U.S. affiliates and on positions and transactions between U.S. affiliates and their foreign parent groups (which are defined to include all foreign parents and foreign affiliates of foreign parents). These data are needed to measure the size and economic significance of foreign direct investment in the United States, measure changes in such investment, and assess its impact on the U.S. economy",
b263dd88-c0cc-4a80-b08d-add3bb76e89e,328,509,Foreing Policy,"needed to measure the size and economic significance of foreign direct investment in the United States, measure changes in such investment, and assess its impact on the U.S. economy",f
b263dd88-c0cc-4a80-b08d-add3bb76e89e,857,965,Foreing Policy,"U.S. international transactions, international investment position, and national income and product accounts",f
b26dab90-0ba4-4b7a-89bf-81bc6c9a3e93,315,332,Foreing Policy,national security,
b28b7590-98cc-4e45-a87c-5dec85c53395,65,102,Softlaw,international carrier bond conditions,
b299b868-e231-40eb-93e0-22ed3ebfaa63,0,127,Softlaw,"This product has been approved by the aviation authority of another country, and is approved for operation in the United States",
b299b868-e231-40eb-93e0-22ed3ebfaa63,145,199,Softlaw,bilateral agreement with the State of Design Authority,f
b2a290c5-a3b0-4df7-83b8-df95d1fc4e66,0,93,Foreing Policy,From which fish or shellfish are or could be taken and sold in interstate or foreign commerce,
b2b46096-2aa1-4a4f-afb0-7ba0c524ad7e,15,22,statute,1401(c),
b2b46096-2aa1-4a4f-afb0-7ba0c524ad7e,103,193,Softlaw,does not explicitly limit title 17 copyright protection for certain foreign restored works,f
b30add46-cbf8-4c3d-8058-58431be8b698,181,195,Foreing Policy,foreign policy,
b35b32e6-1962-4053-848d-0f295a740114,140,231,Foreing Policy,Some information may be used to support DHS national security or law enforcement activities,
b3601023-e8c6-4d9e-b378-898be5d12f65,251,294,Foreing Policy,could affect interstate or foreign commerce,
b3e0c07a-e3a7-4926-a713-2df8e9ee382e,350,418,Softlaw,protocols like that developed by the Chemical Distribution Institute,
b4027d4d-3b94-4917-aa3b-986c957e057a,80,143,Softlaw,no applicable international conservation or management measures,
b4027d4d-3b94-4917-aa3b-986c957e057a,176,234,Softlaw,international fishery management organization or agreement,f
b42910a2-45e2-434b-9531-23a5d5194feb,18,353,Foreing Policy,"The standard referral procedure is not appropriate where disclosure of the identity of the agency to which the referral would be made is classified for national security reasons or otherwise could harm an interest protected by an applicable exemption, such as the exemptions that protect personal privacy or national security interests",
b42910a2-45e2-434b-9531-23a5d5194feb,326,353,Foreing Policy,national security interests,f
b42910a2-45e2-434b-9531-23a5d5194feb,668,691,Foreing Policy,national security harms,f
b43f9d9f-21bc-47e7-9985-2e3f9b26125e,55,217,statute,"Uniting and Strengthening America by Providing Appropriate Tools Required to Intercept and Obstruct Terrorism Act of 2001, Public Law 107-56 (the USA PATRIOT Act)",
